transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,Date,address,postcode,state,country,property_valuation,profit
19465,0,230,2017-07-07,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Maegan,Scyone,Female,74,1954-06-24,Internal Auditor,Property,High Net Worth,N,â©testâ©,No,11.0,1954-06-24,4 5th Point,2075,NSW,Australia,11,25.08999999999999
19633,95,230,2017-08-14,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,Maegan,Scyone,Female,74,1954-06-24,Internal Auditor,Property,High Net Worth,N,â©testâ©,No,11.0,1954-06-24,4 5th Point,2075,NSW,Australia,11,139.2299999999999
1133,77,1658,2017-01-14,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,35455.0,Selina,Clow,Female,17,1993-12-05,Sales Representative,Retail,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,5.0,1993-12-05,17974 Kedzie Circle,2795,NSW,Australia,7,445.2099999999999
4036,79,1658,2017-03-25,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38339.0,Selina,Clow,Female,17,1993-12-05,Sales Representative,Retail,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,5.0,1993-12-05,17974 Kedzie Circle,2795,NSW,Australia,7,737.5699999999999
13050,98,1658,2017-02-02,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364.0,Selina,Clow,Female,17,1993-12-05,Sales Representative,Retail,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,5.0,1993-12-05,17974 Kedzie Circle,2795,NSW,Australia,7,143.35999999999999
13368,18,1658,2017-01-01,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,39880.0,Selina,Clow,Female,17,1993-12-05,Sales Representative,Retail,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,5.0,1993-12-05,17974 Kedzie Circle,2795,NSW,Australia,7,143.82
1135,10,3268,2017-08-20,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34556.0,Estelle,Sam,Female,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,20.0,1986-05-31,14860 Clove Drive,3175,VIC,Australia,5,1103.43
2076,80,3268,2017-02-21,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42218.0,Estelle,Sam,Female,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,20.0,1986-05-31,14860 Clove Drive,3175,VIC,Australia,5,139.2299999999999
3002,25,3268,2017-02-22,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553.0,Estelle,Sam,Female,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,20.0,1986-05-31,14860 Clove Drive,3175,VIC,Australia,5,709.34
4146,3,3268,2017-05-09,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41009.0,Estelle,Sam,Female,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,20.0,1986-05-31,14860 Clove Drive,3175,VIC,Australia,5,1702.5499999999997
8788,4,3268,2017-07-24,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698.0,Estelle,Sam,Female,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,20.0,1986-05-31,14860 Clove Drive,3175,VIC,Australia,5,451.6500000000001
10533,33,3268,2017-06-29,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498.0,Estelle,Sam,Female,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,20.0,1986-05-31,14860 Clove Drive,3175,VIC,Australia,5,144.26
1136,66,1456,2017-12-22,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,34996.0,Berkie,Croall,Male,97,1964-12-11,Health Coach II,Property,Mass Customer,N,100,Yes,6.0,1964-12-11,1253 Ridge Oak Center,2560,NSW,Australia,4,64.92999999999995
11066,6,1456,2017-05-21,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38258.0,Berkie,Croall,Male,97,1964-12-11,Health Coach II,Property,Mass Customer,N,100,Yes,6.0,1964-12-11,1253 Ridge Oak Center,2560,NSW,Australia,4,91.15
17899,53,1456,2017-03-09,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915.0,Berkie,Croall,Male,97,1964-12-11,Health Coach II,Property,Mass Customer,N,100,Yes,6.0,1964-12-11,1253 Ridge Oak Center,2560,NSW,Australia,4,693.76
18767,91,1456,2017-02-13,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,34556.0,Berkie,Croall,Male,97,1964-12-11,Health Coach II,Property,Mass Customer,N,100,Yes,6.0,1964-12-11,1253 Ridge Oak Center,2560,NSW,Australia,4,25.08999999999999
1137,12,2786,2017-04-11,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,11.0,1968-01-21,59901 Bartelt Terrace,4069,QLD,Australia,9,1069.5500000000002
2471,29,2786,2017-01-06,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,36361.0,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,11.0,1968-01-21,59901 Bartelt Terrace,4069,QLD,Australia,9,135.84999999999997
10333,45,2786,2017-12-13,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,35470.0,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,11.0,1968-01-21,59901 Bartelt Terrace,4069,QLD,Australia,9,356.5
11109,91,2786,2017-12-27,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,11.0,1968-01-21,59901 Bartelt Terrace,4069,QLD,Australia,9,25.08999999999999
13770,78,2786,2017-02-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429.0,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,11.0,1968-01-21,59901 Bartelt Terrace,4069,QLD,Australia,9,1055.82
16246,84,2786,2017-04-06,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079.0,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,11.0,1968-01-21,59901 Bartelt Terrace,4069,QLD,Australia,9,75.48000000000002
1138,88,1932,2017-08-18,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482.0,Sybila,Enefer,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,3.0,1977-01-03,8318 Continental Alley,3175,VIC,Australia,7,817.36
1692,77,1932,2017-04-21,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,37873.0,Sybila,Enefer,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,3.0,1977-01-03,8318 Continental Alley,3175,VIC,Australia,7,445.2099999999999
5644,20,1932,2017-03-03,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,33455.0,Sybila,Enefer,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,3.0,1977-01-03,8318 Continental Alley,3175,VIC,Australia,7,195.33999999999992
9912,42,1932,2017-03-27,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,36498.0,Sybila,Enefer,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,3.0,1977-01-03,8318 Continental Alley,3175,VIC,Australia,7,199.0999999999999
14122,4,1932,2017-03-23,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40784.0,Sybila,Enefer,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,3.0,1977-01-03,8318 Continental Alley,3175,VIC,Australia,7,451.6500000000001
16078,47,1932,2017-01-26,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37668.0,Sybila,Enefer,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,3.0,1977-01-03,8318 Continental Alley,3175,VIC,Australia,7,189.27999999999997
16597,59,1932,2017-10-02,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,40487.0,Sybila,Enefer,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,3.0,1977-01-03,8318 Continental Alley,3175,VIC,Australia,7,327.9799999999999
16747,3,1932,2017-05-03,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,Sybila,Enefer,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,3.0,1977-01-03,8318 Continental Alley,3175,VIC,Australia,7,1702.5499999999997
1139,61,1269,2017-04-18,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,41533.0,Ravid,Kilgallon,Male,56,1990-08-25,Account Coordinator,Property,High Net Worth,N,-1,Yes,7.0,1990-08-25,543 Victoria Park,4702,QLD,Australia,6,64.50999999999999
6865,14,1269,2017-06-02,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,41922.0,Ravid,Kilgallon,Male,56,1990-08-25,Account Coordinator,Property,High Net Worth,N,-1,Yes,7.0,1990-08-25,543 Victoria Park,4702,QLD,Australia,6,737.1700000000001
16526,0,1269,2017-02-16,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37668.0,Ravid,Kilgallon,Male,56,1990-08-25,Account Coordinator,Property,High Net Worth,N,-1,Yes,7.0,1990-08-25,543 Victoria Park,4702,QLD,Australia,6,133.38
1141,45,2735,2017-08-04,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,40649.0,Ricoriki,Burree,Male,18,1958-09-06,Associate Professor,Financial Services,High Net Worth,N,ð,Yes,14.0,1958-09-06,313 Mifflin Center,4504,QLD,Australia,5,745.94
6797,0,2735,2017-05-29,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38193.0,Ricoriki,Burree,Male,18,1958-09-06,Associate Professor,Financial Services,High Net Worth,N,ð,Yes,14.0,1958-09-06,313 Mifflin Center,4504,QLD,Australia,5,90.09999999999997
1144,4,1288,2017-09-21,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40784.0,Abra,Cuardall,Female,51,1979-10-07,Desktop Support Technician,Financial Services,Affluent Customer,N,ï»¿,Yes,18.0,1979-10-07,55 Elgar Park,4306,QLD,Australia,7,451.6500000000001
6109,79,1288,2017-03-03,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206.0,Abra,Cuardall,Female,51,1979-10-07,Desktop Support Technician,Financial Services,Affluent Customer,N,ï»¿,Yes,18.0,1979-10-07,55 Elgar Park,4306,QLD,Australia,7,737.5699999999999
8681,14,1288,2017-04-29,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Abra,Cuardall,Female,51,1979-10-07,Desktop Support Technician,Financial Services,Affluent Customer,N,ï»¿,Yes,18.0,1979-10-07,55 Elgar Park,4306,QLD,Australia,7,152.54999999999995
18664,16,1288,2017-12-08,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35160.0,Abra,Cuardall,Female,51,1979-10-07,Desktop Support Technician,Financial Services,Affluent Customer,N,ï»¿,Yes,18.0,1979-10-07,55 Elgar Park,4306,QLD,Australia,7,182.81000000000017
1145,25,3146,2017-10-18,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553.0,Fredrika,Kleinmintz,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,â«testâ«,No,15.0,1978-01-28,07084 Mallory Center,2428,NSW,Australia,5,709.34
3050,44,3146,2017-03-04,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38750.0,Fredrika,Kleinmintz,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,â«testâ«,No,15.0,1978-01-28,07084 Mallory Center,2428,NSW,Australia,5,1660.88
3248,17,3146,2017-06-22,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,40487.0,Fredrika,Kleinmintz,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,â«testâ«,No,15.0,1978-01-28,07084 Mallory Center,2428,NSW,Australia,5,409.8600000000001
3446,83,3146,2017-03-07,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,40303.0,Fredrika,Kleinmintz,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,â«testâ«,No,15.0,1978-01-28,07084 Mallory Center,2428,NSW,Australia,5,1408.91
7588,34,3146,2017-02-24,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,41064.0,Fredrika,Kleinmintz,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,â«testâ«,No,15.0,1978-01-28,07084 Mallory Center,2428,NSW,Australia,5,309.80999999999995
14393,70,3146,2017-11-06,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,36367.0,Fredrika,Kleinmintz,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,â«testâ«,No,15.0,1978-01-28,07084 Mallory Center,2428,NSW,Australia,5,198.29000000000002
16622,3,3146,2017-05-27,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41009.0,Fredrika,Kleinmintz,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,â«testâ«,No,15.0,1978-01-28,07084 Mallory Center,2428,NSW,Australia,5,1702.5499999999997
17618,99,3146,2017-04-09,0.0,Cancelled,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364.0,Fredrika,Kleinmintz,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,â«testâ«,No,15.0,1978-01-28,07084 Mallory Center,2428,NSW,Australia,5,456.44999999999993
1147,34,2092,2017-03-28,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Stavros,Hazelby,Male,14,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,",./;'[]\-=",No,18.0,1977-12-22,949 Marquette Avenue,3028,VIC,Australia,7,1069.5500000000002
11096,5,2092,2017-12-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Stavros,Hazelby,Male,14,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,",./;'[]\-=",No,18.0,1977-12-22,949 Marquette Avenue,3028,VIC,Australia,7,451.6500000000001
12618,28,2092,2017-11-11,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Stavros,Hazelby,Male,14,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,",./;'[]\-=",No,18.0,1977-12-22,949 Marquette Avenue,3028,VIC,Australia,7,187.38999999999987
14351,34,2092,2017-03-23,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Stavros,Hazelby,Male,14,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,",./;'[]\-=",No,18.0,1977-12-22,949 Marquette Avenue,3028,VIC,Australia,7,1069.5500000000002
19661,80,2092,2017-02-02,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Stavros,Hazelby,Male,14,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,",./;'[]\-=",No,18.0,1977-12-22,949 Marquette Avenue,3028,VIC,Australia,7,872.8900000000001
1149,27,3211,2017-07-12,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,36361.0,Betsy,Cosh,Female,52,1993-06-12,Automation Specialist II,Health,High Net Worth,N,1'; DROP TABLE users--,Yes,7.0,1993-06-12,68486 Anderson Alley,3083,VIC,Australia,8,903.11
13608,82,3211,2017-09-14,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,36334.0,Betsy,Cosh,Female,52,1993-06-12,Automation Specialist II,Health,High Net Worth,N,1'; DROP TABLE users--,Yes,7.0,1993-06-12,68486 Anderson Alley,3083,VIC,Australia,8,709.34
17715,67,3211,2017-11-25,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,33455.0,Betsy,Cosh,Female,52,1993-06-12,Automation Specialist II,Health,High Net Worth,N,1'; DROP TABLE users--,Yes,7.0,1993-06-12,68486 Anderson Alley,3083,VIC,Australia,8,690.49
1150,69,3084,2017-03-06,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,34996.0,Birgit,Dowers,Female,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,1/0,Yes,16.0,1959-07-16,41205 Straubel Place,4305,QLD,Australia,4,198.22000000000003
1391,28,3084,2017-02-03,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33888.0,Birgit,Dowers,Female,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,1/0,Yes,16.0,1959-07-16,41205 Straubel Place,4305,QLD,Australia,4,133.7800000000002
4331,69,3084,2017-01-22,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42710.0,Birgit,Dowers,Female,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,1/0,Yes,16.0,1959-07-16,41205 Straubel Place,4305,QLD,Australia,4,198.22000000000003
7469,48,3084,2017-12-15,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,39915.0,Birgit,Dowers,Female,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,1/0,Yes,16.0,1959-07-16,41205 Straubel Place,4305,QLD,Australia,4,812.44
8334,11,3084,2017-07-18,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Birgit,Dowers,Female,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,1/0,Yes,16.0,1959-07-16,41205 Straubel Place,4305,QLD,Australia,4,509.97
12661,39,3084,2017-06-21,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39526.0,Birgit,Dowers,Female,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,1/0,Yes,16.0,1959-07-16,41205 Straubel Place,4305,QLD,Australia,4,1230.27
1152,40,2772,2017-10-18,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,36498.0,Reynolds,Vreede,Male,15,1954-10-25,Quality Engineer,Property,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13.0,1954-10-25,542 Hayes Plaza,2750,NSW,Australia,9,583.2700000000001
6187,45,2772,2017-12-05,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,37668.0,Reynolds,Vreede,Male,15,1954-10-25,Quality Engineer,Property,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13.0,1954-10-25,542 Hayes Plaza,2750,NSW,Australia,9,356.5
11647,21,2772,2017-11-30,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,42404.0,Reynolds,Vreede,Male,15,1954-10-25,Quality Engineer,Property,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13.0,1954-10-25,542 Hayes Plaza,2750,NSW,Australia,9,690.49
17048,38,2772,2017-01-18,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38750.0,Reynolds,Vreede,Male,15,1954-10-25,Quality Engineer,Property,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13.0,1954-10-25,542 Hayes Plaza,2750,NSW,Australia,9,751.02
17144,66,2772,2017-04-25,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,33879.0,Reynolds,Vreede,Male,15,1954-10-25,Quality Engineer,Property,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13.0,1954-10-25,542 Hayes Plaza,2750,NSW,Australia,9,64.92999999999995
1153,79,1114,2017-01-03,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Evonne,Southan,Female,96,1976-06-03,Structural Engineer,Retail,Mass Customer,N,â£,No,14.0,1976-06-03,184 Roth Pass,4211,QLD,Australia,7,737.5699999999999
6726,93,1114,2017-10-27,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,Evonne,Southan,Female,96,1976-06-03,Structural Engineer,Retail,Mass Customer,N,â£,No,14.0,1976-06-03,184 Roth Pass,4211,QLD,Australia,7,834.9399999999999
17712,90,1114,2017-06-04,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Evonne,Southan,Female,96,1976-06-03,Structural Engineer,Retail,Mass Customer,N,â£,No,14.0,1976-06-03,184 Roth Pass,4211,QLD,Australia,7,72.59999999999997
18151,96,1114,2017-08-22,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,Evonne,Southan,Female,96,1976-06-03,Structural Engineer,Retail,Mass Customer,N,â£,No,14.0,1976-06-03,184 Roth Pass,4211,QLD,Australia,7,129.01
1154,40,970,2017-11-27,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Kellyann,Hawton,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,14.0,1980-06-26,1601 Judy Drive,2026,NSW,Australia,10,1295.43
9683,66,970,2017-11-07,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,40303.0,Kellyann,Hawton,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,14.0,1980-06-26,1601 Judy Drive,2026,NSW,Australia,10,574.6200000000001
10367,0,970,2017-07-07,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38482.0,Kellyann,Hawton,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,14.0,1980-06-26,1601 Judy Drive,2026,NSW,Australia,10,75.48000000000002
19691,13,970,2017-08-16,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38750.0,Kellyann,Hawton,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,14.0,1980-06-26,1601 Judy Drive,2026,NSW,Australia,10,751.02
19790,7,970,2017-02-09,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698.0,Kellyann,Hawton,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,14.0,1980-06-26,1601 Judy Drive,2026,NSW,Australia,10,144.26
1155,16,127,2017-01-03,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,19.0,1974-12-03,0 Pearson Crossing,4405,QLD,Australia,1,182.81000000000017
2786,85,127,2017-12-07,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,19.0,1974-12-03,0 Pearson Crossing,4405,QLD,Australia,1,547.28
3218,26,127,2017-03-03,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,19.0,1974-12-03,0 Pearson Crossing,4405,QLD,Australia,1,1230.3000000000002
5760,42,127,2017-01-21,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,19.0,1974-12-03,0 Pearson Crossing,4405,QLD,Australia,1,199.0999999999999
11052,6,127,2017-09-11,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,19.0,1974-12-03,0 Pearson Crossing,4405,QLD,Australia,1,91.15
11246,53,127,2017-06-09,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,19.0,1974-12-03,0 Pearson Crossing,4405,QLD,Australia,1,693.76
11311,9,127,2017-02-11,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,19.0,1974-12-03,0 Pearson Crossing,4405,QLD,Australia,1,75.13999999999999
17847,21,127,2017-06-07,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,19.0,1974-12-03,0 Pearson Crossing,4405,QLD,Australia,1,690.49
18957,62,127,2017-11-27,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,19.0,1974-12-03,0 Pearson Crossing,4405,QLD,Australia,1,179.44
19997,41,127,2017-11-09,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,19.0,1974-12-03,0 Pearson Crossing,4405,QLD,Australia,1,104.24000000000001
1158,24,3001,2017-05-14,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Gal,Waleran,Male,48,1977-07-22,Engineer IV,Argiculture,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,20.0,1977-07-22,2 Hagan Hill,2155,NSW,Australia,10,957.02
